Gene	1.D3_Contro	2.D3_Treate	3.D6_Contro	4.D6_Treate	5.D10_Contr	6.D10_Treat
Noc4l	1679	1550	1283	1324	1299	1415
Cmip	6753	6520	5904	5969	4258	6270
Ippk	1875	1845	1432	1293	1331	1557
Cdkn2b	0	0	0	0	0	0
Cdkn2c	8202	7053	6123	3184	5092	4667
LOC100861615	0	0	0	0	0	0
Cdkn2a	0	0	0	0	0	0
Cdkn2d	2443	2436	1463	933	1421	1973
Sh3rf1	1769	1965	2031	1635	1282	1729
Tll1	769	1362	1101	598	1213	599
Tll2	2	4	0	0	0	0
Nck1	2331	2025	2266	1838	2232	2037
Nck2	668	769	566	459	398	253
Dars	11594	12080	11913	13090	14607	14556
AI662270	6	14	5	15	2	19
Prps2	3722	3508	2967	2558	3687	4016
Prps1	3217	3804	2458	2502	2126	3131
Tmem181a	414	411	414	451	350	388
9930111J21Rik2	0	1	1	0	0	1
9930111J21Rik1	65	45	39	29	40	36
Chrm5	0	0	2	0	0	0
Chrm4	47	28	40	15	17	16
Chrm3	0	0	0	0	0	0
Chrm2	0	0	0	0	0	0
Chrm1	31	29	14	18	11	15
Atg3	3913	3939	3873	5125	4046	5333
Atg7	3864	3836	3988	4260	3635	3800
Atg5	3298	3357	3311	3754	3770	3956
1700021F07Rik	0	0	0	0	0	0
Armcx6	262	355	197	357	179	188
Armcx5	802	709	665	589	385	361
Armcx4	1896	3756	1852	4539	907	2334
Armcx3	221	337	340	408	260	280
Armcx2	12593	13405	10556	8739	6547	4869
Armcx1	1885	2385	1962	2379	1068	897
Klf7	948	901	727	660	603	546
Klf6	15310	12802	11063	8112	6003	4915
Klf5	30	38	32	30	26	7
Klf4	7459	9746	7283	15447	3945	11178
Klf3	4167	3435	3562	4288	2747	3211
Klf2	1402	1709	976	2953	1072	3236
Klf1	3	4	9	2	4	4
Klf9	1740	1913	2154	3189	1409	1992
Klf8	503	697	321	654	234	442
Gm29805	0	0	0	0	0	0
Cypt10	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0
Cypt15	0	0	0	0	0	0
Cypt14	0	0	0	0	0	0
Vipr1	2	20	9	19	18	34
Gm8898	0	0	0	0	0	0
Olfr140	0	0	0	0	0	0
Carlr	0	0	0	0	0	0
Ascl2	0	0	0	0	0	2
Ascl3	3	6	0	1	0	0
Ascl1	0	0	0	0	0	0
Rest	4798	4155	4560	3366	2926	2718
Ascl5	0	0	0	0	0	0
D6Wsu163e	2460	2656	2776	2813	2937	3524
Ccdc181	310	387	265	397	266	323
Ccdc180	0	0	0	2	0	0
Ccdc183	43	30	47	27	27	27
Ccdc185	0	0	0	0	0	0
Ccdc184	0	0	0	0	0	0
Ccdc186	5495	6167	5988	7382	3782	4180
Gm4371	1	12	6	20	9	17
Haghl	1102	833	849	689	1559	997
Ms4a18	0	0	0	0	0	0
Ms4a10	0	2	1	0	0	0
Gatad1	6038	5370	5086	4378	4924	5094
Rpain	678	602	628	466	755	676
Ms4a15	0	0	0	0	0	2
Gm2837	0	0	0	0	0	0
Tceal3	0	0	0	0	0	0
Tceal1	192	293	190	207	198	183
Scarna10	9	14	3	5	4	1
Tceal7	0	0	0	0	0	0
Tceal6	0	0	0	0	0	0
Tceal5	0	6	0	2	0	4
Tceal8	10765	11714	10118	12782	10067	10123
Parp8	3951	3181	3077	2272	2561	1448
Parp9	3081	2499	2476	1504	2829	1956
Parp4	3746	3292	3274	2491	2425	1988
Parp6	1179	1182	1070	1157	961	846
Slurp1	0	0	0	2	0	6
Parp1	9242	9679	7963	6526	8170	8994
Parp2	1689	1823	1677	1563	1765	1658
Parp3	7411	6184	6029	5670	8441	6562
Renbp	9	24	17	29	33	90
Gm17019	0	0	0	0	0	0
Mas1	41	85	38	58	29	54
Smr2	0	0	0	0	0	0
Oit1	0	0	0	0	0	0
Olfr856-ps1	25	17	20	34	15	13
Oit3	40	83	78	353	87	234
Klhl36	351	396	328	473	408	436
Klhl34	0	0	0	0	0	2
Klhl35	12	9	3	11	10	8
Klhl32	0	0	0	1	2	0
Klhl33	38	31	27	144	46	52
Klhl30	327	1096	1041	5362	1853	6014
Klhl31	0	0	0	0	0	0
Gtf2ird1	3252	3386	2854	3184	2239	3003
Klhl38	57	80	105	225	159	126
Hmgcs1	53140	51086	36252	23891	12703	14866
Hmgcs2	180	284	1852	556	3250	478
Thg1l	960	1237	860	1222	825	1107
Stam2	6095	6206	5251	5727	4430	4804
Rad1	1247	1129	1088	1153	1482	1445
Cideb	11	15	7	9	10	5
Cidec	0	0	0	0	1	0
Serpine2	45150	45224	67296	40673	36741	22406
Serpine3	34	41	30	40	42	37
Mzf1	133	118	136	104	113	66
Fam212b	2334	2606	2162	1862	1293	1284
1700029B22Rik	0	0	2	0	0	0
Fam212a	261	145	203	166	235	141
5830428M24Rik	5	2	3	0	3	2
Oxsm	1009	925	897	936	999	999
Tmem167b	6728	6677	7029	8000	7508	7781
Gm10549	7	5	9	14	10	11
Gm10548	41	22	19	17	14	20
Lzts2	8422	7949	8012	8442	7303	7607
Lzts3	2229	1751	1671	1034	1910	1764
Lzts1	197	266	370	514	388	516
Tsc22d1	8398	8400	8561	8754	7609	5968
Tsc22d3	4327	4402	4161	4661	3527	3035
Tsc22d2	11614	9980	8868	7204	5790	5051
Tsc22d4	4010	3968	3826	2953	3136	2956
Dnd1	67	56	52	36	45	51
Hirip3	3023	3031	1880	1165	2016	2945
Rps13	84	87	53	76	76	68
Rps12	488	515	348	376	333	341
Rps11	9260	9648	10398	11419	12252	11665
Rps10	562	515	569	559	728	638
Rps17	67	61	58	61	29	46
Rps16	374	431	431	514	541	518
Rps15	14733	14695	16489	17450	21219	19359
Rps14	11624	11238	13680	15528	19051	18050
Rps19	526	558	517	561	569	587
Rps18	1841	1789	1852	2135	2180	2011
Cercam	2620	3197	4219	5749	4973	6540
Gm10094	0	0	0	0	0	0
Gm10096	0	0	0	0	0	0
Mir6416	0	0	0	0	0	0
Mir6417	0	2	0	0	0	1
Mir6414	0	0	0	0	0	0
Mir6415	1	1	1	0	3	0
Mir6412	1	2	2	0	1	0
Mir6413	0	0	0	0	0	0
Mir6410	0	0	0	0	0	0
Mir6411	0	0	0	0	0	0
Mpp3	0	0	0	0	0	0
Mpp2	68	103	22	36	26	31
Mpp1	6130	5344	5123	3573	4501	3475
Mpp7	978	1260	678	1000	699	1036
Mpp6	3801	4852	2496	3383	1804	1978
Mpp5	2482	2577	2222	2028	1780	1682
Mir6419	0	0	0	0	0	0
Itgb3	5508	5118	5371	4647	3346	2064
1700028J19Rik	38	34	35	40	26	30
Nhs	5969	5332	3351	1440	1999	1180
A730006G06Rik	0	0	0	0	0	0
Uba1y	3	5	2	12	11	27
Olfr1507	0	0	0	0	0	0
Olfr1506	0	0	0	0	0	0
Olfr1505	0	0	0	0	0	0
Olfr1504	0	0	0	0	0	0
Olfr1502	0	0	0	0	0	0
Olfr1501	0	0	0	0	0	0
Olfr1500	0	0	0	0	0	0
1810013L24Rik	6281	5419	5717	5595	4982	4872
Olfr1509	0	0	0	0	0	0
Olfr1508	0	0	0	0	0	0
Frk	4022	3955	3315	3014	3573	3502
Emg1	4290	4609	3866	4038	4328	4991
Fbxl8	708	617	615	541	532	553
Nr4a2	648	1016	612	1000	352	955
Nr4a3	295	698	585	865	141	182
Fbxl3	6244	5548	5665	5095	4709	4189
Nr4a1	5342	6591	3853	4330	1511	1348
Fbxl5	9997	9267	8913	8028	8065	7326
Fbxl4	2410	2439	2319	2469	2689	2706
Fbxl7	1390	1211	1240	735	824	570
Tfip11	3273	3058	2962	2549	2206	2395
Olfr1038-ps	0	0	0	0	0	0
Erf	4192	4046	3462	3057	2555	3306
Erg	0	1	0	2	0	0
Erh	130	139	111	102	111	112
Duoxa1	41	67	45	123	66	72
Obp2b	0	0	0	0	0	2
4930557A04Rik	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0
Plekha4	918	668	791	196	660	252
Plekha5	9368	9345	8397	7698	8266	8776
Plekha6	3780	3634	4127	1595	2965	1229
Plekha7	682	1029	717	975	1142	1391
Plekha1	3101	3670	3419	5026	2669	3529
Plekha2	7696	7231	6679	5108	5963	5605
Plekha3	3919	3884	3245	3834	3269	4757
Gm20139	6	0	3	4	10	0
Plekha8	2682	3138	2674	2441	2245	2229
Ap2s1	4955	4843	4446	4319	5360	5106
B130006D01Rik	76	86	42	27	28	40
Usp6nl	3900	5068	3295	4255	2494	3393
1700025G04Rik	5255	5475	4535	3783	4741	4987
Kazald1	6313	5952	4826	4906	9011	12237
2310022B05Rik	16083	18050	19492	25523	19503	27125
Hnrnpll	8251	8366	6860	5821	5980	5348
Samd9l	13667	11617	10683	5662	11217	8352
Nell1	0	0	0	0	0	0
Nell2	11	23	15	40	30	34
Pkm	26297	23377	26362	22275	28270	27138
Trps1	18073	16199	16439	14335	11147	12863
4930532I03Rik	0	0	0	0	0	0
AU041133	546	486	635	618	847	619
Zscan29	1610	1556	1517	1560	1306	1263
Sertad1	1715	1380	1354	1251	1437	1297
Sertad2	9395	8596	7190	6161	4810	4562
Sertad3	1142	942	975	775	1104	903
Sertad4	5276	5277	4308	5454	4065	5668
Gm13030	0	0	0	0	0	0
Gm13031	2	13	12	17	33	16
Mad1l1	3692	3947	3044	2976	3173	3666
Chrna4	0	0	0	2	2	0
Chrna5	16	18	10	10	2	2
Chrna6	0	0	0	0	0	2
Chrna7	0	0	0	0	0	0
Chrna1	26	27	6	23	15	146
Chrna2	6	19	2	0	0	0
Chrna3	3	3	0	0	0	0
Chrna9	0	0	0	0	0	0
Matn1	0	11	14	129	18	25
Matn3	105	237	45	91	66	224
Matn2	15319	11220	15632	8273	12282	9979
Matn4	4045	2751	5105	4764	5960	7403
Zscan20	725	689	662	527	515	533
Zscan21	2874	2568	2700	2142	2291	1992
Enkur	33	45	30	48	22	33
4930405O22Rik	16	16	11	2	0	4
G6bos	1	0	0	2	0	0
Mir34a	6	6	4	4	3	4
Mir34c	1	1	1	1	0	1
Mir34b	0	1	0	0	0	0
Mir698	1	2	1	0	0	1
Mir697	6	8	6	3	7	10
Mir695	0	0	0	1	0	1
Mir694	0	0	0	0	0	0
Mir693	2	4	2	0	0	0
Mir691	1	0	0	0	0	2
Mir690	0	0	0	0	0	0
Gm6455	0	0	0	0	0	0
Gm17359	0	3	0	1	0	0
Aff4	27887	27885	27510	25430	17034	16187
Aff3	2045	1666	3168	2184	3533	1820
Aff2	0	0	0	0	0	0
Aff1	10666	9028	8682	7226	5257	4952
Lcn11	0	0	0	0	0	0
Lcn10	0	0	0	0	0	0
Lcn12	0	0	0	0	0	0
Mir341	0	0	0	0	0	0
Mir340	0	0	0	0	0	0
Mir343	7	6	9	8	2	4
Mir342	3	1	1	0	0	1
Mir345	11	11	5	8	5	0
Mir344	0	0	0	0	0	0
Mir346	0	0	0	0	0	0
Dzip3	4355	4668	3716	2906	2585	2111
Dzip1	4186	3569	3385	2109	2960	2070
Nyap1	70	88	57	32	47	69
Nyap2	0	0	0	0	0	2
1700041C23Rik	0	1	0	0	0	0
Gm3219	255	236	288	228	233	194
Gm9079	129	124	103	129	100	101
Gm5901	0	0	0	0	0	0
Gm5907	2	7	0	0	3	2
Smarcb1	7472	7134	6695	6874	6428	5906
Pcp4	0	0	0	0	0	0
Pcp2	1	3	2	3	1	4
4930583K01Rik	0	4	1	0	0	1
Opcml	0	0	0	0	0	2
Zim1	0	2	0	2	0	2
Zim2	0	0	0	0	0	0
Zim3	0	0	0	0	0	0
Fnip1	10056	12338	11777	15589	8682	9993
Fnip2	2305	2543	2217	2044	1676	1974
I730030J21Rik	0	0	0	0	0	0
Bub1b	8667	8663	4661	2259	2625	4572
Cdt1	3486	3489	2055	1662	2595	4118
Syndig1l	0	0	0	0	0	0
Gm19299	743	689	749	391	1367	489
Clec11a	16397	16075	12350	10656	14695	16892
Gm8300	0	0	0	0	0	0
Galntl5	5	1	4	0	0	0
Galntl6	0	0	0	0	0	0
Gorasp2	16816	16319	17176	19128	14522	16318
Gorasp1	1591	1690	1647	2117	1893	2053
Nos1ap	0	6	2	17	5	3
Gm11596	0	0	0	0	0	0
Gm11595	2	2	0	1	6	4
Crebl2	1443	1175	1290	1058	1611	1152
Ugt2b36	0	0	0	0	0	0
Ugt2b37	0	0	0	0	0	0
Ugt2b34	0	0	0	0	0	0
Ugt2b35	0	0	0	0	0	0
Rgs22	0	2	0	0	1	0
Rgs21	0	0	0	0	0	0
Rgs20	231	210	126	141	126	102
Ankrd42	338	355	260	246	422	310
Tmsb10	3460	3396	2535	3521	3610	4086
Emd	6274	5432	4946	3873	4278	3860
Pgbd5	420	564	399	965	490	1578
Pgbd1	12	11	8	5	10	8
Rsg1	105	58	67	59	99	82
Kcnj13	30	44	29	15	21	21
Kcnj12	4	6	8	2	9	8
Kcnj11	0	0	0	0	0	0
Kcnj10	3	13	12	8	7	4
Kcnj16	0	0	0	4	0	0
Kcnj15	0	3	0	2	0	2
Kcnj14	17	22	10	9	3	7
9630013A20Rik	0	0	0	0	0	1
Gtpbp10	565	582	487	554	499	624
Sema5b	0	0	0	0	0	0
Sema5a	412	1271	1092	2590	760	1373
Ppl	50	69	54	22	82	23
BC107364	0	0	0	0	0	0
Dlx4	33	38	57	69	54	31
Dlx5	2020	2690	1799	3293	2101	4530
Ppy	0	0	0	0	2	0
Dlx1	853	674	541	329	478	334
Gm5177	0	0	0	0	0	0
Gm5176	4	7	9	8	6	9
Nrip1	1487	1434	1247	1406	883	837
Nrip2	101	140	74	125	78	105
Nrip3	35	111	36	118	36	66
Sec1	3	5	9	25	20	23
Vav1	0	0	0	0	0	0
Zbp1	39	21	32	4	59	4
Vav3	72	92	53	25	29	17
Vav2	2140	2322	1639	2860	1707	3793
Gns	17234	15589	18657	18123	14569	15194
Gm20738	0	0	0	0	0	0
Myrip	0	0	0	0	0	1
Rph3al	8	4	1	6	2	0
Gm20736	0	0	0	0	0	0
Gm20735	0	2	0	0	0	0
Gne	6174	6646	6906	7909	4936	5992
Ckap2	10300	9764	6685	2866	2866	3688
Ckap4	39564	39972	39404	41937	29101	42948
Ckap5	24989	24417	17514	12453	12168	13502
Cyp2j6	1087	1403	947	1444	869	890
Cyp2j5	0	0	0	0	0	0
Cyp2j8	6	0	0	0	0	0
Cyp2j9	148	195	149	125	160	112
Smpd5	48	41	35	35	50	14
Smpd4	4571	4397	3777	3187	3894	4207
Gm4224	0	0	0	0	0	0
Smpd1	4090	3973	3634	3349	2993	3081
Hand1	0	0	0	0	2	6
Smpd3	2995	11188	4713	34213	5315	44289
Smpd2	1210	1134	1327	1119	1341	981
Sdk1	0	0	0	0	0	0
Sdk2	0	0	0	1	5	12
Scgb2b20	0	0	0	0	0	0
Scgb2b27	0	0	0	0	0	0
BC051142	2	0	0	2	13	11
Ecsit	1569	1705	1407	1513	1392	1501
1700012L04Rik	0	0	1	0	0	0
Slc2a13	121	317	192	759	136	590
Slc2a12	8	5	4	4	2	11
Slc2a10	4340	4517	4258	4489	2979	3469
Mysm1	4552	4458	4210	3653	2895	2744
5830415F09Rik	624	625	621	751	530	738
1700031P21Rik	0	0	0	0	0	0
Krt73	0	0	0	0	0	0
A930004D18Rik	955	866	725	494	711	626
4930433B08Rik	0	0	0	0	0	0
Ap3s2	3803	3977	3546	3776	3443	3660
Ankrd53	107	113	63	33	25	42
Ap3s1	541	443	499	510	590	467
Ms4a7	0	0	0	0	0	0
Ms4a5	0	0	0	0	0	0
Ms4a2	0	0	0	0	2	0
Ms4a3	0	0	0	0	0	0
Ms4a1	0	0	2	0	0	0
Cldnd1	5133	5039	4864	4856	4295	4267
Akna	1134	957	1059	1543	783	625
Ankrd50	10408	10656	9566	9046	5965	6568
Sypl	7783	8031	7222	8128	6114	6840
Fxr1	7630	8021	7720	8249	7474	7517
Fxr2	7271	7273	6834	6832	5762	6069
Mir374c	0	0	0	0	0	0
Mir374b	5	5	4	2	5	2
Gykl1	4	11	14	6	2	20
Ostf1	7162	6652	5473	9642	6277	8994
Rbm4b	1308	1242	1082	911	1018	844
Edn1	48	11	6	2	8	3
Edn3	0	0	0	0	0	0
Cldnd2	1	4	4	1	7	2
Eif5	11910	12143	11311	13167	10686	10661
Igll1	2	6	3	8	3	2
2610507I01Rik	817	681	855	676	1638	1001
Rbm41	2019	2103	1661	1753	1634	1455
Rbm42	5174	5218	4818	5278	4018	4011
Rbm43	3285	2983	2675	1977	2941	2285
Rbm44	4	0	0	17	5	11
Rbm45	2851	2687	2484	2546	2368	2114
Rbm46	0	0	0	0	0	0
Rbm47	0	2	0	0	0	0
Rbm48	734	650	567	564	493	571
5033428I22Rik	0	0	0	7	5	5
Dpp8	8593	8494	8619	8378	7872	8138
Dpp9	8105	7076	6097	5421	4535	5081
Gm1661	54	23	44	12	60	13
Primpol	798	716	601	671	955	846
Dpp3	9382	8528	7932	7385	7848	7904
Dpp4	0	4	0	6	2	1
Dpp6	0	0	0	0	0	0
Dpp7	2095	2022	2254	2593	2650	3573
1700049G17Rik	572	559	624	469	822	509
Far1os	102	84	78	63	54	44
Xylt1	0	0	0	2	0	4
Six3os1	2	17	5	4	0	0
Mir107	0	1	0	0	0	0
Mir105	0	0	0	0	0	0
Mir100	5	4	4	4	0	0
Slc39a8	0	2	0	6	0	0
Slc39a9	6746	7259	6948	6933	4491	5736
Slc39a1	4383	4011	4204	3836	4214	3385
Slc39a2	17	11	7	12	4	13
Slc39a3	3790	3685	4357	4576	4035	4489
Slc39a4	0	4	0	0	0	0
Slc39a5	60	46	30	29	21	23
Slc39a6	7309	6540	6020	5455	3796	4545
Slc39a7	30833	32148	33209	41317	22531	28122
Gm561	543	588	585	813	876	983
Mir7647	4	1	5	5	3	1
Gpr146	168	152	169	167	176	209
Fcgrt	6733	5726	8185	7432	8089	6637
Gpr141	0	7	2	563	10	801
Gpr142	0	0	0	1	0	0
Gpr143	0	0	0	0	0	0
Gpr149	0	2	0	5	0	8
Mir10b	0	0	0	0	0	0
Mir10a	0	0	2	0	0	0
Sipa1l1	6210	6980	5418	6442	4674	4877
Sipa1l3	6052	6446	5094	5320	3396	4954
Sipa1l2	921	1086	696	797	427	418
Mir7240	0	1	2	0	1	0
Mir7241	0	0	0	0	0	0
Mir7242	0	0	0	0	0	0
Mir7243	0	0	0	0	0	0
Bcan	40	82	99	232	91	316
C130026L21Rik	14	19	11	17	10	6
Bcam	0	2	0	4	2	1
C5ar2	0	2	0	0	4	4
C5ar1	0	3	0	4	0	4
Flot1	4758	3805	4133	3786	5282	3161
Flot2	9602	7666	8011	4754	7059	6253
Pdcd2l	997	1005	896	1040	852	825
Pacrg	0	2	2	4	2	0
Cep250	10275	8716	6860	4245	5571	5974
Gm10354	0	0	0	0	0	0
Pmis2	0	0	0	0	0	0
9830166K06Rik	0	0	0	1	0	1
Palm	5736	5325	6006	4756	6350	5407
Gm22109	0	0	0	0	0	0
Rps6kl1	19	15	12	12	9	21
Asb17os	2	0	0	0	3	0
Tuba3a	0	0	2	0	0	1
Morc3	4829	4776	4428	4625	4651	4661
Morc1	2	0	2	7	0	0
Morc4	2114	2925	2016	3244	1821	2527
Mlxipl	0	2	0	0	0	0
Asphd2	248	387	221	335	311	557
Mia	12	7	5	8	3	4
Gm11758	0	0	0	0	0	0
D630045J12Rik	5160	5033	4524	3760	3191	3948
Gm11757	0	0	0	0	0	0
Gm14501	0	0	0	0	0	0
Mif	428	508	690	899	992	854
Gm15455	159	163	128	129	104	157
Yeats2	9429	8669	8358	6449	5815	5187
Tomm20l	2	2	1	1	1	4
Cyp2w1	0	2	1	4	3	2
Yeats4	2278	2324	2115	2321	2216	2785
Pitrm1	10354	9738	8695	8023	7037	6973
Mir290a	0	0	0	0	0	0
Mir290b	0	0	0	0	0	0
Slc9a6	4204	3801	3426	2843	3007	2815
Fam50b	0	1	0	2	0	0
Fam50a	2763	2827	3195	3502	3134	3098
Spdye4b	2	8	2	2	0	0
1700003M02Rik	0	3	5	20	0	12
Spdye4a	0	1	0	0	0	2
Olfr908	0	0	0	0	0	0
1810063I02Rik	0	0	0	0	0	0
Olfr901	0	0	0	0	0	0
Olfr900	0	0	0	0	0	0
Olfr902	0	0	0	0	0	0
Olfr905	0	0	0	0	0	0
Olfr904	0	0	0	0	0	0
Olfr907	0	0	0	0	0	0
Olfr906	0	0	0	0	0	0
Aldh18a1	17749	17561	20186	28563	12211	12326
Sobp	6764	6612	6219	5025	4022	4147
Ccpg1os	210	134	223	317	434	302
Ngly1	2607	2666	2860	2880	3045	2549
Gm16907	630	664	393	496	525	490
Szt2	3835	3381	3036	2425	2454	2153
9430041J12Rik	1	0	2	0	0	1
Cutal	1	2	0	2	0	6
Hsf2	1975	2022	1648	1614	1514	1551
Rfxap	874	946	1020	921	938	910
Snapin	3387	2948	3415	3065	4596	3410
C330027C09Rik	9377	9034	5212	2734	3142	5518
Tslp	87	57	32	43	53	33
4930520P13Rik	0	0	0	0	0	0
Ints12	5064	4744	3916	3573	3241	2887
Ints10	2310	2104	1826	1570	2041	2170
Taf6l	1135	1138	1155	994	1039	968
Creld2	3151	2885	2454	2709	1845	2403
Creld1	269	189	206	160	239	145
Glycam1	0	0	0	0	0	0
Zfp566	311	263	295	326	293	236
Zfp560	801	641	658	603	841	763
Zfp563	1078	1025	1102	947	1083	939
Fam71e1	53	43	44	72	83	46
Fam71e2	0	0	0	2	0	0
Zfp568	3068	2938	2122	1886	1495	1662
Tcaim	775	763	653	814	816	832
Kncn	0	0	1	0	2	2
Syap1	7757	6952	6874	6096	8152	6261
Ccr1l1	0	0	0	0	0	0
Pias2	6654	6309	6373	5141	4808	4711
Pias3	4269	3534	3629	2930	3519	3305
Tsga10	354	291	328	281	435	335
Pias1	3118	3033	2588	2108	2308	2474
Pias4	1740	1693	1519	1550	1365	1436
Hipk3	16124	15735	13226	10602	9241	9299
Pcnp	1351	1375	1323	1184	1531	1425
Tk2	1264	1238	1179	1308	1129	1108
Tk1	3140	2973	1522	735	1957	3225
1700007F19Rik	1	0	0	0	0	0
Ppp4c	4193	4026	3558	3242	3345	3528
Loh12cr1	1093	1070	924	1036	958	1161
Clec9a	0	0	0	0	0	0
Pcdha1	0	0	0	0	0	0
Gm6559	29	4	22	129	14	5
H1fnt	0	0	0	0	0	0
B9d2	502	519	559	477	435	435
Cnbp	47344	46393	43711	43696	46077	49985
Tkt	20411	18201	16661	13927	11284	10794
Lekr1	154	169	215	187	352	275
Gm3002	0	0	0	0	0	0
Csprs	0	0	0	0	0	0
D16Ertd519e	0	0	0	0	0	0
Lage3	1175	1107	1106	918	1481	1424
Olfr178	0	0	0	0	0	0
Ddah2	3567	2416	3356	2092	3623	2389
Ndel1	9530	9532	10371	12510	8300	9824
Olfr170	0	0	0	0	0	0
Olfr171	0	0	0	0	0	0
Olfr172	0	0	0	0	1	0
Olfr173	0	0	0	0	0	0
Lsm6	1665	1709	1388	1102	1530	1872
Olfr176	0	0	0	0	0	0
Olfr177	0	0	0	0	0	0
Plxnc1	2619	2557	3773	3199	3639	2180
Magt1	9027	9093	7740	7507	5335	5714
Sestd1	6774	6278	5641	4229	4392	4023
A530099J19Rik	0	0	0	0	0	5
Gm20867	0	0	0	0	0	0
Rabggtb	6667	6924	6086	7157	5844	6661
Gm20865	0	0	0	0	0	0
Gm7788	0	0	0	0	0	0
Rabggta	666	634	661	674	700	570
Mycn	0	0	0	0	0	4
Mycl	0	0	0	8	2	4
Ydjc	180	135	180	149	279	219
Mycs	0	0	0	0	0	0
Phykpl	1009	1048	1007	1017	1263	1168
Gm2663	0	0	0	0	0	0
Pawr	3623	3548	3890	4505	4932	4284
Gm19466	28	38	13	6	13	5
Cyp4f18	0	0	1	0	0	2
4930563D23Rik	5	2	1	0	4	1
Gm19461	31	44	25	4	22	11
Cyp4f13	474	578	634	839	904	949
Cyp4f16	1466	1387	1180	1082	913	944
Cyp4f17	528	527	445	447	415	292
Cyp4f14	61	39	68	36	146	23
Cyp4f15	0	1	0	0	0	0
Gm4846	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0
Gm8179	0	0	0	0	0	0
Gm4841	10	14	6	0	5	2
Mfn2	5318	4699	4414	3490	3545	3444
Mfn1	4829	4382	3826	3282	3059	2777
Bzw1	13138	13600	12141	13677	13290	16910
Bzw2	7298	7724	6693	5936	6258	6186
4930402F11Rik	3	0	0	0	0	0
A930017M01Rik	0	0	0	2	0	2
Pidd1	1144	1116	836	589	752	1033
Wbp1l	9307	9653	9778	8093	7562	7547
Mfng	0	0	1	2	0	0
Jade3	968	991	798	956	634	719
Jade2	4082	2587	2532	1762	2417	1547
Jade1	1568	1834	1305	1746	1371	1839
St8sia2	0	0	0	0	0	0
Mfsd2b	36	50	42	28	36	35
Opalin	0	0	0	0	0	0
Crct1	0	4	0	2	1	0
B230217C12Rik	206	154	204	175	379	196
Timeless	4560	4462	2491	1474	2873	4633
AW822252	0	0	0	0	0	0
Ephb2	2178	3088	1636	3319	1114	3019
Ephb3	7451	6220	7262	5490	5629	5242
Ephb1	0	2	10	10	2	3
Ephb6	1439	1499	1464	981	1153	774
Ephb4	5504	4670	4724	3636	3637	3523
3000002C10Rik	53	51	44	63	72	48
Ttc5	1714	1413	1606	1394	1520	1270
Tnxb	92	129	195	264	335	350
2610528J11Rik	0	0	0	0	0	0
Traf3ip3	0	7	9	6	7	1
Nnmt	4989	3792	5057	3466	3768	1972
Rabep2	2105	1755	1530	1610	1816	1665
Trim11	3143	2966	3300	2883	2334	2154
Trim10	2	2	1	0	1	0
Trim13	334	307	271	249	234	212
Trim15	24	23	17	24	14	18
Trim14	12	33	22	20	33	18
Trim17	15	20	31	21	15	20
Trim16	2979	3029	3692	4686	2697	3292
Ttc9	34	71	34	73	21	18
Slc48a1	11747	9601	11018	10920	12713	9885
Ttc8	1613	1467	1412	1024	1702	1418
Cyp2a22	0	0	0	0	0	0
Cox8c	0	0	0	0	0	0
Cox8b	1	5	6	4	32	42
Cox8a	11982	12168	11028	11157	11794	11221
4931406B18Rik	0	0	1	0	1	0
Ctps	5839	5799	4457	4917	4082	5252
Elovl6	12331	11476	7648	3392	2942	2455
Elovl7	499	542	272	374	332	176
Elovl4	70	193	58	175	60	91
Elovl5	5667	5869	3395	4043	2217	4276
Elovl2	0	0	0	0	1	0
Elovl3	0	4	0	2	1	0
Elovl1	5310	5220	4239	3785	2838	3794
Ube2i	1033	985	898	786	777	805
Ube2h	4441	3918	5483	4007	4116	3402
Ube2k	6072	5896	5443	5007	4815	5569
Ube2m	5260	5170	4128	4293	3831	4124
Ube2o	5309	5405	4723	4421	3930	3703
Ube2n	1551	1368	1585	1214	1657	1464
Ube2a	2371	2061	2304	2216	2688	2534
Ube2c	2831	2867	1380	705	888	1645
Ube2b	7856	7243	7929	7818	8940	7763
Ube2f	1332	1561	1491	1952	1355	1749
Ube2z	14271	13270	13261	12012	13104	12736
Fdx1l	185	139	182	184	183	161
Pstk	1207	1050	1072	857	1272	771
Ube2s	192	148	116	102	100	131
Ube2u	9	9	2	3	5	16
Ube2t	564	628	268	244	374	661
Ube2w	4504	4117	4624	6164	5524	4976
Treml2	0	0	0	0	0	0
Treml1	0	0	0	2	0	1
Treml4	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0
Olfr1280	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0
Sbf2	8650	8329	7841	7077	5711	5522
Olfr1284	0	0	0	0	0	0
Brd9	4898	4508	3908	3516	3634	3892
Olfr1286	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0
Brd7	6287	6240	5812	5801	5955	5090
Kndc1	2	2	2	2	4	0
Brd1	6459	6209	5597	4984	3447	3753
Brd2	29823	27702	25848	25630	18690	21687
